"no","name","cat","model","qty","cost","price","min"
"K20102807D","CYLINDER HEAD COMP GLOSSY TITAN GRY","Engine","TVS / Universal","0","32512.5","38250","5"
"K2010290","CYLINDER HEAD ASSY WITHOUT SAI","Engine","TVS / Universal","0","48679.5","57270","5"
"K2020110","PISTON ASSEMBLY NEW NTORQ","Engine","TVS / Universal","0","5015","5900","5"
"K2030120","COVER OILPLIMP MC","Oils & Fluids","TVS / Universal","0","3476.5","4090","5"
"K2030140","GASKET COVER OIL PUMP","Oils & Fluids","TVS / Universal","0","425","500","5"
"K2030170","CRANKCASE KIT LH","Engine","TVS / Universal","0","36006","42360","5"
"K2030180","CRANKCASE KIT RH","Engine","TVS / Universal","0","16643","19580","5"
"K2030220","COVER VARIATOR","General Spare Parts","TVS / Universal","0","10336","12160","5"
"K20302207D","COVER VARIATOR GLOSSY TITAN GREY (ALTI","General Spare Parts","TVS / Universal","0","12359","14540","5"
"K2030310","COVER MAGNETO MC","General Spare Parts","TVS / Universal","0","7097.5","8350","5"
"K2030370","COVER VARIATOR Plug","General Spare Parts","TVS / Universal","0","425","500","5"
"K2040030","PIPE INTAKE COMP","General Spare Parts","TVS / Universal","0","2405.5","2830","5"
"K2040040","CARBURETTOR ASSY (ALTI","General Spare Parts","TVS / Universal","0","22304","26240","5"
"K2040050","INSULATOR PAD","Brakes","TVS / Universal","0","425","500","5"
"K2040090","O-RING PIPE INTAKE","General Spare Parts","TVS / Universal","0","1785","2100","5"
"K2040120","FOAM AIR CLEANER","Filters","TVS / Universal","0","425","500","5"
"K2040150","SAI VALVE SUB ASSY","Engine","TVS / Universal","0","5975.5","7030","5"
"K2040160","PIPE COMP SAI","General Spare Parts","TVS / Universal","0","1232.5","1450","5"
"K2040170","HOSE SAI INLET","General Spare Parts","TVS / Universal","0","646","760","5"
"K2040180","HOSE AIR CUT VALVE","Engine","TVS / Universal","0","425","500","5"
"K2040190","8RKT SAI MTG","General Spare Parts","TVS / Universal","0","603.5","710","5"
"K2040200","RUBBER CAP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2040240","CARBURETTOR","General Spare Parts","TVS / Universal","0","22168","26080","5"
"K2040260","HOSE BREATHER PCV","General Spare Parts","TVS / Universal","0","612","720","5"
"K2040300","INSULATOR PAD","Brakes","TVS / Universal","0","425","500","5"
"K2040370","8RKT SAI MTG","General Spare Parts","TVS / Universal","0","425","500","5"
"K2040530","FILTER HOLDER COMP","Filters","TVS / Universal","0","2669","3140","5"
"K2040540","AIR CLEANER ASSY ASSY","Filters","TVS / Universal","0","11526","13560","5"
"K2040750","BODY' THROTTLE ASSY","General Spare Parts","TVS / Universal","0","27557","32420","5"
"K2040870","PIPE INTAKE COMP","General Spare Parts","TVS / Universal","0","2762.5","3250","5"
"K2040880","CAP INJECTOR COMP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2050030","MUFFLER sua ASSY (A","General Spare Parts","TVS / Universal","0","41531","48860","5"
"K2050040","MUFFLER COMP (ALTI","General Spare Parts","TVS / Universal","0","37578.5","44210","5"
"K2050070","GUARD EXHAUST","General Spare Parts","TVS / Universal","0","425","500","5"
"K2050080","GUARD EXHAUST REAR BOTTOM (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"K2050090","GUARD EXHAUST REAR TOP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2050100","MUFFLER SUB ASSY 2 2","General Spare Parts","TVS / Universal","0","49895","58700","5"
"K2050120","GUARD EXHAUST REAR L BOTTOM (ALT)","General Spare Parts","TVS / Universal","0","425","500","5"
"K2050270","GUARD EXHAUST REAR","General Spare Parts","TVS / Universal","0","867","1020","5"
"K2050370","MUFFLER SUB ASSY","General Spare Parts","TVS / Universal","0","138048.5","162410","5"
"K2050400","GUARD EXHAUST FRONT 1,","General Spare Parts","TVS / Universal","0","246.5","290","5"
"K2060010","MAGNETO ASSY MAGNETO 3 VALVE —SCOO","Engine","TVS / Universal","0","16498.5","19410","5"
"K2060030","COMBINED IDI & IGNITION col","General Spare Parts","TVS / Universal","0","13124","15440","5"
"K2060050","SPEED SENSOR","Electrical","TVS / Universal","0","7344","8640","5"
"K2060070","REGULATOR cuM RECTIFIER","General Spare Parts","TVS / Universal","0","9001.5","10590","5"
"K2060100","EFI INJECTOR","General Spare Parts","TVS / Universal","0","8236.5","9690","5"
"K2060110","IGNITION COIL ASSY","Oils & Fluids","TVS / Universal","0","5066","5960","5"
"K2060150","REGULATOR cuM RECTIFIER LED","General Spare Parts","TVS / Universal","0","8993","10580","5"
"K2060160","MAGNETO ASSY LED","General Spare Parts","TVS / Universal","0","17629","20740","5"
"K2060170","MAGNETO ASSY 3SVl","General Spare Parts","TVS / Universal","0","15589","18340","5"
"K2060420","OXYGEN SENSOR ASSY","Electrical","TVS / Universal","0","12053","14180","5"
"K2060450","STARTER MOTOR","General Spare Parts","TVS / Universal","0","15954.5","18770","5"
"K206064G","ECU UNIT","General Spare Parts","TVS / Universal","0","42041","49460","5"
"K2070010","CVT SET DRIVEN (ALTI","General Spare Parts","TVS / Universal","0","49971.5","58790","5"
"K2070020","CVT SET DRIVE","General Spare Parts","TVS / Universal","0","12648","14880","5"
"K2070030","PLATE MOVABLE DRIVE","General Spare Parts","TVS / Universal","0","1453.5","1710","5"
"K2070040","DAMPER MOVABLE DRIVE","General Spare Parts","TVS / Universal","0","425","500","5"
"K2070050","FACE FIXED DRIVEN","General Spare Parts","TVS / Universal","0","7386.5","8690","5"
"K2070060","FACE MOVABLE DRIVEN","General Spare Parts","TVS / Universal","0","3876","4560","5"
"K2070070","PIN, MOVABLE DRIVEN (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"K2070080","NUT CLUTCH SHOE","Brakes","TVS / Universal","0","425","500","5"
"K2070090","OIL SEAL MOVABLE DRIVEN","Oils & Fluids","TVS / Universal","0","357","420","5"
"K2070100","O-RING MOVABLE DRIVEN","General Spare Parts","TVS / Universal","0","0.85","1","5"
"K2070110","O-RING MOVABLE DRIVEN","General Spare Parts","TVS / Universal","0","1.7","2","5"
"K2070120","HOUSING CLUTCH","General Spare Parts","TVS / Universal","0","7233.5","8510","5"
"K2070130","CLUTCH ASSY","General Spare Parts","TVS / Universal","0","3893","4580","5"
"K2070150","SPRING CLUTCH","General Spare Parts","TVS / Universal","0","425","500","5"
"K2070160","DAMPER CLUTCH SHOE","Brakes","TVS / Universal","0","425","500","5"
"K2070170","COVER FAN CVT","General Spare Parts","TVS / Universal","0","1156","1360","5"
"K2070230","V BELT","General Spare Parts","TVS / Universal","0","4972.5","5850","5"
"K2070240","CVT SET DRIVE","General Spare Parts","TVS / Universal","0","9528.5","11210","5"
"K2070250","ROLLER MOVABLE DRIVE COMP","General Spare Parts","TVS / Universal","0","357","420","5"
"K2070270","CVT SET DRIVEN","General Spare Parts","TVS / Universal","0","42942","50520","5"
"K2070290","SPRING MOVABLE DRIVEN","General Spare Parts","TVS / Universal","0","986","1160","5"
"K2070630","COLLAR SPRING.","General Spare Parts","TVS / Universal","0","425","500","5"
"K2070660","PIN, MOVABLE DRIVEN--_","General Spare Parts","TVS / Universal","0","425","500","5"
"K2070670","COLLAR SPRING—TOP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2070700","DAMPER MOVABLE DRIVE—.","General Spare Parts","TVS / Universal","0","425","500","5"
"K2070710","FACE MOVABLE DRIVE.COM","General Spare Parts","TVS / Universal","0","2278","2680","5"
"K2070730","SPACER MOVABLE DRIVE--24_0","General Spare Parts","TVS / Universal","0","1054","1240","5"
"K2080030","V BELT","General Spare Parts","TVS / Universal","0","4947","5820","5"
"K2080050","FACE FIXED DRIVE COMP","General Spare Parts","TVS / Universal","0","3111","3660","5"
"K2080070","FACE MOVABLE DRIVE COMP","General Spare Parts","TVS / Universal","0","1453.5","1710","5"
"K2080110","SHAFT RR WHEEL COMP","General Spare Parts","TVS / Universal","0","8313","9780","5"
"K2080130","SPACER MOVABLE DRIVE 170","General Spare Parts","TVS / Universal","0","765","900","5"
"K2080170","ROLLER MOVABLE DRIVE COMP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2080210","GEAR COMP STARTER CLUTCH","General Spare Parts","TVS / Universal","0","7692.5","9050","5"
"K2080220","GEAR STARTER CLUTCH","General Spare Parts","TVS / Universal","0","5992.5","7050","5"
"K2080240","GEAR INTERMEDIATE","General Spare Parts","TVS / Universal","0","6995.5","8230","5"
"K2080250","SHAFT INTERMEDIATE","General Spare Parts","TVS / Universal","0","5227.5","6150","5"
"K2080270","ONE WAY CLUTCH","General Spare Parts","TVS / Universal","0","8729.5","10270","5"
"K2080280","OIL FILTER","Oils & Fluids","TVS / Universal","0","425","500","5"
"K2080290","RATCHET KICK STARTER","General Spare Parts","TVS / Universal","0","790.5","930","5"
"K2080300","GEAR COMP KICKSTARTER DRIVEN","General Spare Parts","TVS / Universal","0","2380","2800","5"
"K2080340","SPACER, PIN MOVABLE DRIVEN (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"K2080350","SPRING MOVABLE DRIVEN (ACT)","General Spare Parts","TVS / Universal","0","1504.5","1770","5"
"K2080360","COLLAR SPRING TOP","General Spare Parts","TVS / Universal","0","646","760","5"
"K2080370","COLLAR SPRING BOT","General Spare Parts","TVS / Universal","0","425","500","5"
"K2080410","GEAR KICKSTARTER DRIVE COMP","General Spare Parts","TVS / Universal","0","4012","4720","5"
"K2090020","SHOCK ABSORBER REAR RED","General Spare Parts","TVS / Universal","0","7055","8300","5"
"K20900202D","SHOCK ABSORBER REAR HG BLACK (ALTI","General Spare Parts","TVS / Universal","0","7760.5","9130","5"
"K2100100","LOWER BRKT COMP","General Spare Parts","TVS / Universal","0","17365.5","20430","5"
"K2100140","FORK TUBE OUTER LH","General Spare Parts","TVS / Universal","0","8449","9940","5"
"K2100150","FORK TUBE OUTER RH","General Spare Parts","TVS / Universal","0","8627.5","10150","5"
"K2100160","INNER TUBE ASSY.","General Spare Parts","TVS / Universal","0","9171.5","10790","5"
"K2100190","LEG ASSY LH 30 40400","General Spare Parts","TVS / Universal","0","13387.5","15750","5"
"K2100200","LEG ASSY RH 30 40400","General Spare Parts","TVS / Universal","0","12291","14460","5"
"K2100240","SPRING FR FORK","General Spare Parts","TVS / Universal","0","1334.5","1570","5"
"K2100250","DAMPER PISTON FRONT FORK","Engine","TVS / Universal","0","1844.5","2170","5"
"K2100270","ARRESTER STEERING STEM TOP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2100290","DUST SEAL UPPER","General Spare Parts","TVS / Universal","0","425","500","5"
"K210800","O' RING","General Spare Parts","TVS / Universal","0","425","500","5"
"K2110010","SPACER COMP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2110020","TYRE FRONT TUBELESS","General Spare Parts","TVS / Universal","0","22533.5","26510","5"
"K2110030","ALLOY WHEEL 12 250 5 DRUM FRONT","General Spare Parts","TVS / Universal","0","22380.5","26330","5"
"K2110060","TYRE TUBELESS 12 11000 REAR","General Spare Parts","TVS / Universal","0","28143.5","33110","5"
"K2110070","ALLOY WHEEL 12 275 5 DRUM REAR","General Spare Parts","TVS / Universal","0","37519","44140","5"
"K21100708F","ALLOY WHEEL 12 275 5 DRUM REAR RACING","General Spare Parts","TVS / Universal","0","38921.5","45790","5"
"K2110080","WHEEL ASSY. REAR ALLOY TUBELESS","General Spare Parts","TVS / Universal","0","51969","61140","5"
"K2110120","ALLOY WHEEL","General Spare Parts","TVS / Universal","0","38309.5","45070","5"
"K21101208F","ALLOY WHEEL FRONT X 12 Disc RACING R 39,","Brakes","TVS / Universal","0","595","700","5"
"K2110130","WHEEL ASSY DISC TUBELESS FRONT","Brakes","TVS / Universal","0","54731.5","64390","5"
"K2110170","DISC FRONT BRAKE","Brakes","TVS / Universal","0","9647.5","11350","5"
"K2110180","HOSE DISC BRAKE FR","Brakes","TVS / Universal","0","5831","6860","5"
"K211020","SPEEDO CABLE GUIDE","Electrical","TVS / Universal","0","425","500","5"
"K2110230","LEVER COMP BRAKE REAR","Brakes","TVS / Universal","0","425","500","5"
"K2110300","MASTER CYL SUB ASSY FRONT","General Spare Parts","TVS / Universal","0","15002.5","17650","5"
"K21103508F","ALLOY WHEEL REAR 2_5x12 DRUM TL R_RED","General Spare Parts","TVS / Universal","0","38335","45100","5"
"BAND","HEADLAMP","Engine","TVS / Universal","0","425","500","5"
"K211120","CABLE STRAP (ACT)","Electrical","TVS / Universal","0","425","500","5"
"K2120010","FRAME, SCOOTER COMP (A","General Spare Parts","TVS / Universal","0","58063.5","68310","5"
"K2120320","PILLION FOOTREST LH","General Spare Parts","TVS / Universal","0","2142","2520","5"
"K2120330","PILLION FOOTREST RH","General Spare Parts","TVS / Universal","0","1793.5","2110","5"
"K2120390","8RKT FUEL TANK MTG RR","General Spare Parts","TVS / Universal","0","425","500","5"
"K2120490","8RKT BATTERY HOLDER COMP 1,","Electrical","TVS / Universal","0","476","560","5"
"K2120570","BATTERY BOX 80T","Electrical","TVS / Universal","0","1632","1920","5"
"K2120580","BATTERY BOX TOP","Electrical","TVS / Universal","0","765","900","5"
"K2120620","PACKING BATTERY","Electrical","TVS / Universal","0","425","500","5"
"K2120700","8RKT FUEL TANK MTG RR","General Spare Parts","TVS / Universal","0","357","420","5"
"K2120750","BATTERY HOLDER BOT","Electrical","TVS / Universal","0","1717","2020","5"
"K2120760","8RKT ECU MTG","General Spare Parts","TVS / Universal","0","425","500","5"
"K2120820","8RKT CANISTER MTG COMP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2120980","SPRING PROP STAND","General Spare Parts","TVS / Universal","0","425","500","5"
"K2122920","Kit Pillion Footrest JuplIO/IQUBE/Ntorq","General Spare Parts","TVS / Universal","0","3825","4500","5"
"K2130010","PACKING SEAT BASE FRONT","General Spare Parts","TVS / Universal","0","425","500","5"
"K2130110","Seat assy I","General Spare Parts","TVS / Universal","0","18912.5","22250","5"
"K2140020","FUEL TANK ASSY","General Spare Parts","TVS / Universal","0","13668","16080","5"
"K2140030","FUEL TANK COMP","General Spare Parts","TVS / Universal","0","13345","15700","5"
"K2140050","CAP FUEL TANK","General Spare Parts","TVS / Universal","0","7038","8280","5"
"K2140080","HOSE ASSY","General Spare Parts","TVS / Universal","0","1776.5","2090","5"
"K2140090","HOSE CARBURETTOR","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140100","8RKT HOSE GUIDE","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140120","AUTO FUEL COCK ASSY","General Spare Parts","TVS / Universal","0","4692","5520","5"
"K2140130","GUIDE HOSE COMP","General Spare Parts","TVS / Universal","0","399.5","470","5"
"K2140150","8RKT FUEL COCK MTG COMP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140180","FUEL TANK COMP EFI","General Spare Parts","TVS / Universal","0","11662","13720","5"
"K2140240","CAP FUEL TANK ASSY","General Spare Parts","TVS / Universal","0","6451.5","7590","5"
"K2140250","HOSE ASSY","General Spare Parts","TVS / Universal","0","4097","4820","5"
"K2140260","PLATE GUIDE COMP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140270","GUIDE HOSE","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140290","HOSE CANISTER","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140300","800T CANISTER","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140320","HOSE DRAIN CANISTER","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140350","8RKT FUEL TANK COMP","General Spare Parts","TVS / Universal","0","425","500","5"
"K2140450","HOSE INDUCTION","General Spare Parts","TVS / Universal","0","0.85","1","5"
"K2150020","HANDLE BAR COMP","General Spare Parts","TVS / Universal","0","2898.5","3410","5"
"K2150090","IGNITION LOCK","General Spare Parts","TVS / Universal","0","5678","6680","5"
"K2150100","LOCK SET","General Spare Parts","TVS / Universal","0","9214","10840","5"
"K2150110","HANDLE BAR COMP (ACT)","General Spare Parts","TVS / Universal","0","6315.5","7430","5"
"K2150130","DAMPER HANDLE BAR","General Spare Parts","TVS / Universal","0","1249.5","1470","5"
"K2150170","1,700","General Spare Parts","TVS / Universal","0","425","500","5"
"K2150200","CAM SEAT LOCK ASSY","Brakes","TVS / Universal","0","2133.5","2510","5"
"K2150210","CONTROL LEVER ASSY R","General Spare Parts","TVS / Universal","0","1955","2300","5"
"K2150220","CONTROL LEVER R","General Spare Parts","TVS / Universal","0","646","760","5"
"K2150240","SEAT LOCK ASSY","General Spare Parts","TVS / Universal","0","1300.5","1530","5"
"K2150250","LOCK STOPPER PARKING BRAKE COMP","Brakes","TVS / Universal","0","425","500","5"
"K2150260","CONTROL LEVER ASSY L","General Spare Parts","TVS / Universal","0","2618","3080","5"
"K2150270","HINGE PARKING BRAKE","Brakes","TVS / Universal","0","425","500","5"
"K2150290","DAMPER HANDLE BAR Disc","Brakes","TVS / Universal","0","425","500","5"
"K2160020","DIGITAL SPEEDOMETER ASSY (ACT)","General Spare Parts","TVS / Universal","0","72360.5","85130","5"
"K2160030","FUEL SENDER ASSY","General Spare Parts","TVS / Universal","0","4080","4800","5"
"K2160040","WIRING HARNESS","General Spare Parts","TVS / Universal","0","30549","35940","5"
"K2160060","SWITCH ASSY L","Electrical","TVS / Universal","0","4165","4900","5"
"K2160070","SWITCH ASSY R","Electrical","TVS / Universal","0","4131","4860","5"
"K2160090","WIRING HARNESS BASIC (AIT)","General Spare Parts","TVS / Universal","0","18802","22120","5"
"K2160100","SWITCH ASSY R BASIC","Electrical","TVS / Universal","0","4479.5","5270","5"
"K2160150","CORD SET LAMP LIC PLATE","Electrical","TVS / Universal","0","790.5","930","5"
"K2160160","CORD SET TURN SIGNAL LAMP ASSY FR L","Electrical","TVS / Universal","0","425","500","5"
"K2160170","CORD SET TURN SIGNAL LAMP ASSY FR R","Electrical","TVS / Universal","0","425","500","5"
"K2160200","SWITCH ASSY L BASIC","Electrical","TVS / Universal","0","4734.5","5570","5"
"K2160210","HORN ASSY","Electrical","TVS / Universal","0","2873","3380","5"
"K2160250","SPEEDOMETER ASSY TOP VERSION","General Spare Parts","TVS / Universal","0","57545","67700","5"
"K2160280","WIRING HARNESS","General Spare Parts","TVS / Universal","0","27276.5","32090","5"
"K2160300","SWITCH ASSY R","Electrical","TVS / Universal","0","3995","4700","5"
"K2160310","FUEL SENDER ASSY","General Spare Parts","TVS / Universal","0","3740","4400","5"
"K2160580","DIGITAL SPEEDOMETER ASSY RIDE MODE","General Spare Parts","TVS / Universal","0","84150","99000","5"
